NPU0,NPU1,NPU2,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,soc,bigcore0,bigcore1,littlecore,center,gpu,npu,memory,swap
46,52,51,20.1,27.5,25.0,20.9,49.7,50.6,64.2,59.3,40,40,40,40,40,38,39,95.7,47.7
69,77,75,23.3,24.8,22.1,23.6,14.2,11.9,12.3,25.2,39,40,40,40,39,38,38,96.3,47.2
71,78,76,18.2,22.5,26.4,10.8,16.2,14.9,15.4,6.7,39,39,39,39,39,38,38,96.1,46.9
74,82,79,7.9,22.4,7.8,8.6,31.6,14.2,48.5,9.8,40,41,41,40,40,38,39,96.4,46.9
73,82,79,12.0,20.8,16.3,16.7,25.5,14.0,40.4,18.4,39,39,40,40,40,39,39,96.5,46.7
76,83,81,6.9,10.4,11.8,6.8,9.6,8.7,16.7,24.3,39,39,39,39,39,38,39,97.0,46.6
74,81,79,8.1,19.4,16.5,11.7,77.9,3.8,5.8,10.6,40,40,40,40,40,39,39,97.0,46.6
72,80,78,6.9,10.8,15.4,18.1,17.0,7.6,9.8,5.8,39,39,39,39,40,38,39,96.9,46.6
75,82,80,5.9,1.9,15.2,8.0,21.2,8.6,10.3,17.1,39,38,39,39,39,38,38,96.9,46.6
72,78,77,1.0,7.8,25.5,3.0,8.8,16.8,5.8,3.9,39,39,39,39,39,38,38,97.0,46.6
70,77,75,1.0,2.9,30.5,8.7,17.0,21.4,4.9,1.0,38,38,38,39,39,38,38,97.0,46.6
70,76,74,3.6,3.6,9.9,3.6,22.7,9.2,17.0,5.5,39,39,39,39,39,38,38,97.0,46.6
75,82,80,4.9,15.2,8.7,3.8,21.4,1.0,12.5,1.0,39,39,39,39,39,38,38,97.0,46.6
75,82,80,11.5,6.3,3.6,8.9,10.9,17.4,23.2,26.5,40,40,40,40,40,38,39,96.7,46.6
78,86,83,6.0,4.9,5.0,7.6,13.6,15.2,17.3,44.2,39,40,41,40,40,38,39,96.7,46.6
75,82,80,13.6,4.9,11.7,5.8,23.6,5.9,50.5,10.5,40,41,41,40,40,39,39,96.7,46.6
77,84,82,2.0,5.8,13.5,2.0,20.6,7.7,51.4,10.9,40,41,41,41,40,39,40,96.7,46.6
77,84,82,7.1,9.6,2.9,4.9,7.9,15.8,50.0,8.8,40,40,40,40,40,39,39,96.7,46.6
74,81,79,5.0,8.9,3.0,5.8,3.9,22.9,12.5,11.8,40,40,40,40,40,39,39,97.2,46.6
74,81,79,11.0,11.4,19.4,5.0,16.0,2.9,69.2,12.5,40,40,40,40,40,39,40,97.2,46.6
71,78,76,6.0,18.6,22.3,2.9,15.4,2.9,3.9,5.8,40,39,40,40,40,39,39,97.2,46.6
71,78,76,2.0,2.9,20.6,12.3,22.9,5.9,21.0,4.9,40,40,40,40,40,39,39,97.1,46.6
73,79,77,5.0,7.7,9.6,19.6,4.8,2.9,15.4,12.5,40,40,39,40,40,39,39,97.1,46.6
74,81,79,3.0,12.0,11.5,2.0,0.0,7.8,22.8,5.8,40,40,40,40,40,39,39,96.7,46.6
75,82,80,7.1,10.7,2.9,15.7,56.3,7.6,20.6,12.7,40,40,40,40,40,39,40,96.8,46.6
74,81,79,7.9,14.4,17.5,17.1,13.2,2.9,47.1,5.8,40,40,40,40,41,39,40,97.1,46.6
73,80,78,10.9,25.5,3.8,7.7,2.9,7.0,67.3,10.7,41,41,41,41,41,40,40,97.1,46.6
72,79,77,11.0,21.8,1.0,7.1,2.9,8.9,7.7,5.8,40,40,40,40,40,40,40,97.2,46.6
72,79,77,5.9,22.5,7.9,12.6,7.6,13.6,6.7,1.9,40,40,40,40,40,39,39,97.1,46.5
69,75,74,8.3,25.7,1.8,3.5,13.3,11.7,15.5,11.7,40,40,40,40,40,39,40,96.6,46.5
74,81,78,9.1,5.9,3.0,4.9,64.1,8.7,24.5,7.6,40,40,40,41,41,40,40,96.6,46.5
75,82,80,10.7,16.3,5.0,8.7,9.5,6.7,18.9,1.0,40,40,40,41,41,40,40,96.7,46.5
71,78,76,4.0,13.6,4.8,2.9,10.7,13.2,13.5,16.7,40,40,40,40,41,39,40,96.6,46.5
75,82,80,4.6,7.1,6.2,6.2,18.6,7.1,11.5,21.6,40,40,40,41,41,40,40,96.7,46.5
77,84,82,8.8,26.9,17.3,4.8,8.7,14.2,3.8,27.2,41,41,42,41,41,40,41,96.7,46.5
74,81,79,4.7,25.0,4.5,3.6,9.0,17.7,4.5,43.8,40,40,41,40,41,40,40,96.7,46.5
74,81,79,5.0,13.5,17.0,14.6,14.4,6.8,2.0,9.7,41,40,40,41,41,40,40,96.7,46.5
70,77,75,2.8,0.0,28.7,18.7,12.3,10.0,0.9,6.5,41,40,40,41,41,40,40,96.7,46.5
73,79,77,4.9,19.2,9.6,4.9,5.7,17.5,13.3,4.9,41,41,41,41,41,40,40,96.7,46.5
72,79,77,4.0,14.7,25.5,7.6,13.9,5.8,10.7,2.9,40,40,40,40,41,40,40,96.8,46.5
75,82,80,5.9,8.7,2.9,4.8,22.3,16.0,5.8,2.9,41,40,41,41,41,40,40,96.8,46.5
72,79,77,4.9,12.7,26.0,8.7,6.7,3.9,21.2,2.9,40,40,40,40,40,39,40,96.8,46.5
70,76,74,4.6,7.1,5.5,5.5,11.6,18.6,12.4,16.8,41,41,40,41,41,40,40,96.5,46.5
77,84,82,5.0,14.6,9.7,9.7,61.2,4.9,2.0,23.1,41,41,41,41,41,40,40,96.6,46.4
74,81,79,8.0,3.8,10.9,13.7,3.8,5.7,24.5,7.7,41,40,41,41,41,40,40,96.6,46.4
74,81,79,5.0,11.5,4.8,13.5,1.9,7.8,13.2,16.5,41,41,41,41,41,40,40,96.8,46.4
74,80,78,16.5,9.6,10.0,2.7,5.3,12.3,21.9,24.3,41,40,40,40,41,39,40,97.2,46.4
72,79,77,10.0,7.8,11.8,6.8,11.4,5.8,4.8,57.1,42,42,42,42,41,40,41,96.9,46.4
75,83,80,12.3,5.4,10.7,30.5,13.4,12.7,10.7,18.6,41,41,41,41,41,40,40,96.8,46.4
72,79,77,10.6,1.9,20.4,21.9,9.7,2.9,14.3,1.9,41,41,41,41,41,40,40,96.7,46.4
75,82,80,1.8,1.8,6.2,23.2,24.3,15.0,3.6,2.7,41,41,41,41,41,40,40,96.8,46.4
73,79,77,0.0,1.9,6.9,21.6,15.5,12.9,3.8,13.3,40,41,40,41,41,40,40,96.8,46.4
74,80,78,11.4,8.2,6.5,8.3,49.1,14.0,22.1,11.4,42,43,43,43,42,40,41,96.9,46.4
72,78,76,3.0,26.9,5.9,6.6,8.6,11.7,24.0,13.6,41,41,41,41,42,40,41,96.9,46.4
74,80,78,4.0,24.0,5.7,15.4,11.0,1.0,84.3,7.9,42,43,43,42,42,41,41,96.8,46.4
74,80,78,2.9,9.9,22.3,11.3,20.0,7.8,5.7,1.9,41,41,41,41,41,40,41,96.8,46.4
73,79,77,11.1,13.5,8.2,5.4,6.2,11.6,24.6,0.9,41,41,41,41,41,40,40,96.8,46.4
76,83,81,1.0,11.7,5.7,6.8,11.2,11.8,20.0,4.9,41,41,41,41,41,40,41,96.8,46.4
72,77,75,3.0,7.7,1.9,15.1,9.5,12.5,12.5,28.7,41,41,41,41,41,40,41,96.8,46.4
75,81,79,0.9,5.3,4.4,5.4,4.4,13.8,10.6,19.3,41,41,41,41,41,41,41,96.8,46.4
78,85,82,4.9,8.7,1.9,9.0,2.9,8.7,25.7,13.3,41,41,41,41,42,41,41,96.8,46.4
75,81,79,6.9,4.9,1.9,11.9,17.1,7.9,21.4,5.8,41,41,41,41,41,40,41,96.8,46.4
74,80,78,7.9,5.9,1.9,6.8,50.5,10.6,21.4,20.2,42,43,43,42,42,40,41,96.8,46.4
74,80,78,11.0,5.9,2.9,12.4,14.3,23.8,50.0,7.7,42,42,42,42,42,41,41,97.4,46.4
77,83,81,11.8,12.4,3.9,5.9,15.2,17.3,70.2,4.9,42,42,42,42,42,41,41,97.4,46.4
76,82,80,3.0,16.3,11.5,3.8,3.8,23.1,6.8,0.0,42,41,42,42,42,41,41,97.4,46.4
77,84,81,13.0,4.6,1.8,3.5,29.5,11.5,8.8,7.0,42,42,42,42,42,41,41,97.4,46.4
72,78,76,7.8,11.4,1.0,3.9,4.9,19.2,11.5,12.5,42,42,42,42,42,41,41,97.3,46.4
75,81,79,5.9,5.8,7.7,4.8,9.6,25.0,3.8,8.9,42,42,42,42,42,41,41,97.3,46.4
75,81,79,3.0,6.7,11.5,2.9,6.7,23.3,7.8,13.6,41,41,42,42,42,41,41,96.8,46.4
74,80,78,6.8,6.9,8.0,3.8,12.7,6.7,61.5,23.8,43,43,44,43,42,41,42,96.8,46.4
64,72,70,7.1,12.3,8.8,9.6,31.6,19.6,15.9,16.1,41,41,42,42,42,41,41,96.8,46.4
78,84,82,9.7,10.7,5.8,7.8,18.4,3.9,68.9,7.0,43,43,43,43,43,41,42,96.8,46.4
73,79,77,6.4,22.2,5.4,17.6,21.1,3.6,3.6,3.6,42,41,42,42,42,41,41,96.8,46.4
71,77,75,8.8,26.5,18.2,4.8,10.9,3.9,1.0,2.9,42,41,42,42,42,40,41,97.5,46.4
73,79,77,2.0,8.6,28.2,11.8,10.7,17.3,66.0,4.9,42,42,42,42,42,41,41,97.5,46.4
71,77,75,0.0,2.8,22.5,15.5,9.8,8.3,8.3,2.8,42,41,41,41,42,41,41,97.5,46.4
73,79,77,2.9,22.0,17.3,5.8,4.7,9.8,4.9,8.7,42,41,41,42,42,40,41,97.4,46.4
71,76,75,4.5,13.5,17.0,23.7,0.0,18.6,5.4,8.8,41,41,41,41,41,41,41,97.4,46.4
72,78,76,2.0,2.9,3.9,21.2,14.4,5.7,6.7,11.7,41,41,41,42,42,40,41,97.4,46.4
74,80,78,3.6,8.8,5.4,22.3,12.5,17.3,5.3,8.8,41,41,41,41,42,40,41,97.4,46.4
74,80,78,8.8,11.6,12.7,8.1,18.0,15.3,13.3,1.8,42,41,42,41,42,40,41,97.4,46.4
72,78,76,5.8,4.7,28.8,2.9,17.3,16.2,10.7,2.8,41,41,41,41,41,40,41,97.4,46.4
73,79,77,1.8,2.7,11.8,2.7,22.8,11.6,16.1,1.8,42,42,42,42,42,41,41,97.4,46.4
77,83,81,5.9,9.6,13.3,1.0,25.5,12.3,8.6,2.9,41,41,41,41,42,41,41,97.5,46.4
71,77,75,6.3,11.5,21.4,6.3,14.3,6.2,16.2,7.2,42,42,42,42,42,41,41,97.5,46.4
75,81,79,1.0,2.9,25.7,6.7,12.5,13.3,12.3,2.9,42,42,42,42,42,41,41,97.5,46.4
69,75,73,5.9,3.9,16.5,19.8,2.0,22.9,12.5,7.8,41,41,41,42,42,41,41,97.4,46.4
70,76,74,2.0,6.9,13.5,24.2,1.9,4.9,2.9,16.7,41,41,42,42,42,40,41,97.4,46.4
73,79,78,5.0,2.9,11.5,18.3,9.7,6.7,20.8,14.0,41,41,41,42,42,41,41,97.4,46.4
71,77,75,7.8,1.0,14.9,17.0,1.9,12.1,1.9,7.8,41,41,42,41,42,41,41,97.4,46.4
73,79,77,6.8,7.7,8.7,8.6,12.6,13.6,2.0,8.7,41,41,41,41,42,41,41,97.4,46.4
74,80,78,20.6,17.4,18.8,21.1,12.5,23.0,16.2,13.3,42,42,42,42,42,41,41,97.4,46.3
77,83,81,17.0,13.7,17.8,11.8,14.9,12.6,10.8,26.7,43,43,43,43,42,41,42,96.9,46.2
75,81,79,6.4,6.1,9.6,20.9,6.3,24.3,15.8,43.0,42,42,42,42,42,41,42,96.8,46.2
75,81,79,7.1,15.2,2.9,21.5,11.8,9.6,65.7,15.1,43,42,43,43,43,42,42,96.8,46.2
74,80,78,2.9,5.0,4.9,22.5,18.1,2.9,14.2,0.0,42,42,42,42,42,41,42,96.9,46.2
75,82,79,3.9,8.4,1.0,22.5,14.7,1.9,14.6,1.9,42,42,42,42,42,41,42,96.8,46.2
75,81,79,7.5,10.9,11.6,9.1,6.1,19.5,24.1,4.5,42,42,42,42,42,41,41,96.8,46.2
73,79,77,3.0,2.9,12.9,16.5,3.9,11.8,52.0,8.7,42,43,43,43,43,42,42,96.8,46.2
